town,block,street_name,flat_model,lease_commence_date,flat_type,storey_range
BUKIT PANJANG,453,FAJAR RD,Apartment,1997,EXECUTIVE,13 TO 15
BUKIT PANJANG,155,GANGSA RD,Apartment,1998,EXECUTIVE,10 TO 12
BUKIT PANJANG,522,JELAPANG RD,Apartment,1998,EXECUTIVE,04 TO 06
BUKIT PANJANG,531,JELAPANG RD,Apartment,1999,EXECUTIVE,16 TO 18
BUKIT PANJANG,532,JELAPANG RD,Maisonette,1999,EXECUTIVE,19 TO 21
BUKIT PANJANG,544,JELAPANG RD,Apartment,1999,EXECUTIVE,13 TO 15
BUKIT TIMAH,4,TOH YI DR,Model A,1988,4 ROOM,13 TO 15
BUKIT TIMAH,11,TOH YI DR,Improved,1989,5 ROOM,04 TO 06
BUKIT TIMAH,10,TOH YI DR,Maisonette,1989,EXECUTIVE,04 TO 06
BUKIT TIMAH,6,TOH YI DR,Maisonette,1989,EXECUTIVE,04 TO 06
CENTRAL AREA,8,JLN KUKOH,Improved,1971,2 ROOM,10 TO 12
CENTRAL AREA,3,TG PAGAR PLAZA,Improved,1977,3 ROOM,04 TO 06
CENTRAL AREA,3,TG PAGAR PLAZA,Improved,1977,3 ROOM,22 TO 24
CENTRAL AREA,26,JLN BERSEH,Improved,1979,4 ROOM,13 TO 15
CENTRAL AREA,8,TG PAGAR PLAZA,Improved,1980,4 ROOM,13 TO 15
CENTRAL AREA,1D,CANTONMENT RD,Type S1,2011,4 ROOM,43 TO 45
CENTRAL AREA,671A,KLANG LANE,Improved,2003,5 ROOM,07 TO 09
CENTRAL AREA,1E,CANTONMENT RD,Type S2,2011,5 ROOM,43 TO 45
CHOA CHU KANG,5,TECK WHYE AVE,Model A,1984,3 ROOM,07 TO 09
CHOA CHU KANG,1,TECK WHYE AVE,Model A,1984,3 ROOM,07 TO 09
CHOA CHU KANG,5,TECK WHYE AVE,Model A,1984,3 ROOM,04 TO 06
CHOA CHU KANG,106,TECK WHYE LANE,Model A,1989,3 ROOM,01 TO 03
CHOA CHU KANG,476B,CHOA CHU KANG AVE 5,Model A,2013,3 ROOM,13 TO 15
CHOA CHU KANG,103,TECK WHYE LANE,Model A,1989,4 ROOM,07 TO 09
CHOA CHU KANG,296C,CHOA CHU KANG AVE 2,Premium Apartment,1999,4 ROOM,01 TO 03
CHOA CHU KANG,484A,CHOA CHU KANG AVE 5,Model A2,1999,4 ROOM,04 TO 06
CHOA CHU KANG,405,CHOA CHU KANG AVE 3,Model A,1993,4 ROOM,01 TO 03
CHOA CHU KANG,474,CHOA CHU KANG AVE 3,Model A,1999,4 ROOM,07 TO 09
CHOA CHU KANG,691B,CHOA CHU KANG CRES,Model A,2003,4 ROOM,22 TO 24
CHOA CHU KANG,26,TECK WHYE LANE,New Generation,1979,4 ROOM,07 TO 09
CHOA CHU KANG,445,CHOA CHU KANG AVE 4,Model A,1997,4 ROOM,01 TO 03
CHOA CHU KANG,690D,CHOA CHU KANG CRES,Model A,2003,4 ROOM,07 TO 09
CHOA CHU KANG,230,CHOA CHU KANG CTRL,Model A,1990,4 ROOM,10 TO 12
CHOA CHU KANG,411,CHOA CHU KANG AVE 3,Model A,1992,4 ROOM,04 TO 06
CHOA CHU KANG,544,CHOA CHU KANG ST 52,Model A,1995,4 ROOM,01 TO 03
CHOA CHU KANG,770,CHOA CHU KANG ST 54,Model A,1996,4 ROOM,01 TO 03
CHOA CHU KANG,429,CHOA CHU KANG AVE 4,Model A,1993,4 ROOM,07 TO 09
CHOA CHU KANG,296A,CHOA CHU KANG AVE 2,Premium Apartment,1999,4 ROOM,07 TO 09
CHOA CHU KANG,210,CHOA CHU KANG CTRL,Model A,1990,4 ROOM,04 TO 06
CHOA CHU KANG,239,CHOA CHU KANG CTRL,Model A,1990,4 ROOM,01 TO 03
CHOA CHU KANG,765,CHOA CHU KANG NTH 5,Model A,1996,4 ROOM,04 TO 06
CHOA CHU KANG,410,CHOA CHU KANG AVE 3,Model A,1992,4 ROOM,07 TO 09
CHOA CHU KANG,297A,CHOA CHU KANG AVE 2,Premium Apartment,1999,4 ROOM,13 TO 15
CHOA CHU KANG,484,CHOA CHU KANG AVE 5,Model A,1999,4 ROOM,13 TO 15
CHOA CHU KANG,410,CHOA CHU KANG AVE 3,Model A,1992,4 ROOM,10 TO 12
CHOA CHU KANG,770,CHOA CHU KANG ST 54,Model A,1996,4 ROOM,10 TO 12
CHOA CHU KANG,670A,CHOA CHU KANG CRES,Premium Apartment,1999,4 ROOM,16 TO 18
CHOA CHU KANG,2,TECK WHYE AVE,Model A,1984,4 ROOM,10 TO 12
CHOA CHU KANG,625,CHOA CHU KANG ST 62,Model A,1997,4 ROOM,04 TO 06
CHOA CHU KANG,476A,CHOA CHU KANG AVE 5,Model A,2013,4 ROOM,10 TO 12
CHOA CHU KANG,792,CHOA CHU KANG NTH 6,Model A,1996,4 ROOM,10 TO 12
CHOA CHU KANG,621,CHOA CHU KANG ST 62,Model A,1996,4 ROOM,10 TO 12
CHOA CHU KANG,641,CHOA CHU KANG ST 64,Premium Apartment,1998,4 ROOM,10 TO 12
CHOA CHU KANG,690D,CHOA CHU KANG CRES,Improved,2003,5 ROOM,04 TO 06
CHOA CHU KANG,687A,CHOA CHU KANG DR,Improved,2002,5 ROOM,07 TO 09
CHOA CHU KANG,692B,CHOA CHU KANG CRES,Improved,2003,5 ROOM,22 TO 24
CHOA CHU KANG,684A,CHOA CHU KANG CRES,Improved,2002,5 ROOM,07 TO 09
CHOA CHU KANG,690A,CHOA CHU KANG CRES,Improved,2003,5 ROOM,22 TO 24
CHOA CHU KANG,123,TECK WHYE LANE,Improved,1989,5 ROOM,01 TO 03
CHOA CHU KANG,666,CHOA CHU KANG CRES,Improved,1999,5 ROOM,01 TO 03
CHOA CHU KANG,666,CHOA CHU KANG CRES,Improved,1999,5 ROOM,19 TO 21
CHOA CHU KANG,205,CHOA CHU KANG CTRL,Improved,1989,5 ROOM,04 TO 06
CHOA CHU KANG,484B,CHOA CHU KANG AVE 5,Improved,1999,5 ROOM,04 TO 06
CHOA CHU KANG,692A,CHOA CHU KANG CRES,Improved,2003,5 ROOM,19 TO 21
CHOA CHU KANG,206,CHOA CHU KANG CTRL,Improved,1989,5 ROOM,07 TO 09
CHOA CHU KANG,296E,CHOA CHU KANG AVE 2,Premium Apartment,1999,5 ROOM,04 TO 06
CHOA CHU KANG,474,CHOA CHU KANG AVE 3,Improved,1999,5 ROOM,04 TO 06
CHOA CHU KANG,501,CHOA CHU KANG ST 51,Improved,1995,5 ROOM,13 TO 15
CHOA CHU KANG,549,CHOA CHU KANG ST 52,Improved,1995,5 ROOM,13 TO 15
CHOA CHU KANG,453,CHOA CHU KANG AVE 4,Premium Apartment,2000,5 ROOM,10 TO 12
CHOA CHU KANG,18,TECK WHYE LANE,Model A,1990,5 ROOM,07 TO 09
CHOA CHU KANG,566,CHOA CHU KANG ST 52,Improved,1995,5 ROOM,10 TO 12
CHOA CHU KANG,625,CHOA CHU KANG ST 62,Improved,1997,5 ROOM,10 TO 12
CHOA CHU KANG,567,CHOA CHU KANG ST 52,Improved,1995,5 ROOM,10 TO 12
CHOA CHU KANG,353,CHOA CHU KANG CTRL,Improved,1993,5 ROOM,07 TO 09
CHOA CHU KANG,307,CHOA CHU KANG AVE 4,Model A,1993,5 ROOM,04 TO 06
CHOA CHU KANG,690B,CHOA CHU KANG CRES,Apartment,2003,EXECUTIVE,04 TO 06
CHOA CHU KANG,203,CHOA CHU KANG AVE 1,Apartment,1989,EXECUTIVE,07 TO 09
CHOA CHU KANG,559,CHOA CHU KANG NTH 6,Apartment,1996,EXECUTIVE,10 TO 12
CLEMENTI,704,WEST COAST RD,New Generation,1980,3 ROOM,13 TO 15
CLEMENTI,703,WEST COAST RD,New Generation,1980,3 ROOM,04 TO 06
CLEMENTI,703,WEST COAST RD,New Generation,1980,3 ROOM,01 TO 03
CLEMENTI,509,WEST COAST DR,New Generation,1978,3 ROOM,07 TO 09
CLEMENTI,702,WEST COAST RD,New Generation,1980,3 ROOM,07 TO 09
CLEMENTI,612,CLEMENTI WEST ST 1,Model A,1983,3 ROOM,07 TO 09
CLEMENTI,328,CLEMENTI AVE 2,New Generation,1978,3 ROOM,04 TO 06
CLEMENTI,432,CLEMENTI AVE 3,New Generation,1978,3 ROOM,13 TO 15
CLEMENTI,435,CLEMENTI AVE 3,New Generation,1978,3 ROOM,07 TO 09
CLEMENTI,424,CLEMENTI AVE 1,Model A,2013,3 ROOM,16 TO 18
CLEMENTI,410,C'WEALTH AVE WEST,New Generation,1978,4 ROOM,07 TO 09
CLEMENTI,316,CLEMENTI AVE 4,New Generation,1979,4 ROOM,04 TO 06
CLEMENTI,316,CLEMENTI AVE 4,New Generation,1979,4 ROOM,01 TO 03
CLEMENTI,373,CLEMENTI AVE 4,New Generation,1981,4 ROOM,07 TO 09
CLEMENTI,455,CLEMENTI AVE 3,Model A,2002,4 ROOM,04 TO 06
CLEMENTI,345,CLEMENTI AVE 5,New Generation,1979,4 ROOM,07 TO 09
CLEMENTI,333,CLEMENTI AVE 2,New Generation,1978,4 ROOM,13 TO 15
CLEMENTI,423,CLEMENTI AVE 1,Model A,2013,4 ROOM,25 TO 27
CLEMENTI,336,CLEMENTI AVE 2,Improved,1978,5 ROOM,04 TO 06
CLEMENTI,355,CLEMENTI AVE 2,Standard,1978,5 ROOM,10 TO 12
CLEMENTI,458,CLEMENTI AVE 3,Improved,2002,5 ROOM,13 TO 15
CLEMENTI,710,CLEMENTI WEST ST 2,Adjoined flat,1984,EXECUTIVE,10 TO 12
CLEMENTI,206,CLEMENTI AVE 6,Maisonette,1985,EXECUTIVE,04 TO 06
GEYLANG,72,CIRCUIT RD,Standard,1969,2 ROOM,07 TO 09
GEYLANG,109,ALJUNIED CRES,Improved,1986,2 ROOM,07 TO 09
GEYLANG,58,CIRCUIT RD,Standard,1969,3 ROOM,04 TO 06
GEYLANG,24,BALAM RD,Standard,1967,3 ROOM,04 TO 06
GEYLANG,62,CIRCUIT RD,Standard,1967,3 ROOM,01 TO 03
GEYLANG,24,BALAM RD,Standard,1967,3 ROOM,07 TO 09
GEYLANG,25,EUNOS CRES,Improved,1977,3 ROOM,10 TO 12
GEYLANG,93,JLN DUA,Standard,1969,3 ROOM,01 TO 03
GEYLANG,99,ALJUNIED CRES,New Generation,1978,3 ROOM,07 TO 09
GEYLANG,102,ALJUNIED CRES,New Generation,1978,3 ROOM,07 TO 09
GEYLANG,325,UBI AVE 1,Simplified,1985,3 ROOM,04 TO 06
GEYLANG,112,ALJUNIED CRES,New Generation,1980,3 ROOM,07 TO 09
GEYLANG,10,HAIG RD,Improved,1976,3 ROOM,04 TO 06
GEYLANG,125,GEYLANG EAST AVE 1,Model A,1984,3 ROOM,07 TO 09
GEYLANG,341,UBI AVE 1,Simplified,1985,4 ROOM,01 TO 03
GEYLANG,348,UBI AVE 1,Simplified,1986,4 ROOM,07 TO 09
GEYLANG,324,UBI AVE 1,Simplified,1985,4 ROOM,04 TO 06
GEYLANG,344,UBI AVE 1,Simplified,1985,4 ROOM,04 TO 06
GEYLANG,349,UBI AVE 1,Model A,1986,4 ROOM,01 TO 03
GEYLANG,323,UBI AVE 1,Model A,1985,4 ROOM,01 TO 03
GEYLANG,314,UBI AVE 1,Model A,1985,4 ROOM,07 TO 09
GEYLANG,8,HAIG RD,New Generation,1976,4 ROOM,04 TO 06
GEYLANG,54,PIPIT RD,New Generation,1985,4 ROOM,13 TO 15
GEYLANG,10,EUNOS CRES,New Generation,1978,4 ROOM,13 TO 15
GEYLANG,92,PIPIT RD,Model A,1997,4 ROOM,16 TO 18
GEYLANG,33,EUNOS CRES,Model A,2007,4 ROOM,04 TO 06
GEYLANG,3A,GEYLANG SERAI,Model A,2011,4 ROOM,10 TO 12
GEYLANG,30,CASSIA CRES,Model A,1998,4 ROOM,19 TO 21
GEYLANG,2D,GEYLANG SERAI,Model A,2011,4 ROOM,19 TO 21
GEYLANG,28,CASSIA CRES,Model A,1998,4 ROOM,16 TO 18
GEYLANG,412,EUNOS RD 5,Model A,1992,5 ROOM,01 TO 03
GEYLANG,51,SIMS DR,Standard,1977,5 ROOM,22 TO 24
GEYLANG,56,PIPIT RD,Improved,1997,5 ROOM,04 TO 06
GEYLANG,42,CIRCUIT RD,Improved,1996,5 ROOM,04 TO 06
GEYLANG,33,BALAM RD,Model A,1996,5 ROOM,10 TO 12
GEYLANG,411,EUNOS RD 5,Model A-Maisonette,1984,5 ROOM,07 TO 09
GEYLANG,417,EUNOS RD 5,Model A-Maisonette,1984,5 ROOM,04 TO 06
HOUGANG,678,HOUGANG AVE 8,Simplified,1988,3 ROOM,01 TO 03
HOUGANG,109,HOUGANG AVE 1,New Generation,1983,3 ROOM,01 TO 03
HOUGANG,116,HOUGANG AVE 1,New Generation,1981,3 ROOM,04 TO 06
HOUGANG,702,HOUGANG AVE 2,New Generation,1985,3 ROOM,07 TO 09
HOUGANG,252,HOUGANG AVE 3,New Generation,1985,3 ROOM,01 TO 03
HOUGANG,127,HOUGANG AVE 1,New Generation,1982,3 ROOM,04 TO 06
HOUGANG,321,HOUGANG AVE 5,New Generation,1983,3 ROOM,01 TO 03
HOUGANG,685,HOUGANG ST 61,Simplified,1986,3 ROOM,04 TO 06
HOUGANG,696,HOUGANG ST 61,Model A,1987,3 ROOM,04 TO 06
HOUGANG,625,HOUGANG AVE 8,Simplified,1986,3 ROOM,04 TO 06
HOUGANG,401,HOUGANG AVE 10,New Generation,1985,3 ROOM,04 TO 06
HOUGANG,667,HOUGANG AVE 4,Model A,1987,3 ROOM,07 TO 09
HOUGANG,404,HOUGANG AVE 10,New Generation,1985,3 ROOM,01 TO 03
HOUGANG,661,HOUGANG AVE 4,Model A,1987,3 ROOM,10 TO 12
HOUGANG,528,HOUGANG AVE 6,Model A,1987,3 ROOM,04 TO 06
HOUGANG,608,HOUGANG AVE 4,Simplified,1985,4 ROOM,01 TO 03
HOUGANG,636,HOUGANG AVE 8,Simplified,1987,4 ROOM,01 TO 03
HOUGANG,337,HOUGANG AVE 7,New Generation,1985,4 ROOM,01 TO 03
HOUGANG,114,HOUGANG AVE 1,New Generation,1982,4 ROOM,04 TO 06
HOUGANG,604,HOUGANG AVE 4,Simplified,1985,4 ROOM,01 TO 03
HOUGANG,341,HOUGANG AVE 7,New Generation,1985,4 ROOM,13 TO 15
HOUGANG,616,HOUGANG AVE 8,Simplified,1986,4 ROOM,13 TO 15
HOUGANG,675,HOUGANG AVE 8,Simplified,1986,4 ROOM,07 TO 09
HOUGANG,911,HOUGANG ST 91,Model A2,1998,4 ROOM,04 TO 06
HOUGANG,693,HOUGANG ST 61,Simplified,1987,4 ROOM,01 TO 03
HOUGANG,453,HOUGANG AVE 10,Model A,1992,4 ROOM,10 TO 12
HOUGANG,252,HOUGANG AVE 3,New Generation,1985,4 ROOM,04 TO 06
HOUGANG,984A,BUANGKOK LINK,Model A2,2004,4 ROOM,10 TO 12
HOUGANG,566,HOUGANG ST 51,Model A,1992,4 ROOM,01 TO 03
HOUGANG,911,HOUGANG ST 91,Model A2,1998,4 ROOM,10 TO 12
HOUGANG,506,HOUGANG AVE 8,Simplified,1987,4 ROOM,10 TO 12
HOUGANG,984A,BUANGKOK LINK,Model A2,2004,4 ROOM,07 TO 09
HOUGANG,923,HOUGANG AVE 9,Model A,1998,4 ROOM,07 TO 09
HOUGANG,925,HOUGANG ST 91,Model A,1998,4 ROOM,13 TO 15
HOUGANG,515,HOUGANG AVE 10,Model A,1986,4 ROOM,07 TO 09
HOUGANG,420,HOUGANG AVE 10,Model A,1989,4 ROOM,04 TO 06
HOUGANG,434,HOUGANG AVE 8,Model A,1989,4 ROOM,10 TO 12
HOUGANG,602,HOUGANG AVE 4,Model A,1985,4 ROOM,10 TO 12
HOUGANG,467,HOUGANG AVE 8,Model A,1992,4 ROOM,10 TO 12
HOUGANG,464,UPP SERANGOON RD,Model A,1992,4 ROOM,13 TO 15
HOUGANG,985B,BUANGKOK CRES,Improved,2004,5 ROOM,16 TO 18
HOUGANG,576,HOUGANG AVE 4,Improved,1997,5 ROOM,13 TO 15
HOUGANG,653,HOUGANG AVE 8,Improved,1987,5 ROOM,07 TO 09
HOUGANG,956,HOUGANG ST 91,Improved,1999,5 ROOM,13 TO 15
HOUGANG,916,HOUGANG AVE 9,Improved,1998,5 ROOM,16 TO 18
HOUGANG,950,HOUGANG ST 91,Improved,1999,5 ROOM,10 TO 12
HOUGANG,310,HOUGANG AVE 5,Improved,1984,5 ROOM,01 TO 03
HOUGANG,941,HOUGANG ST 92,Improved,1998,5 ROOM,13 TO 15
HOUGANG,167,HOUGANG AVE 1,Improved,1997,5 ROOM,10 TO 12
HOUGANG,466,HOUGANG AVE 8,Improved,1992,5 ROOM,01 TO 03
HOUGANG,460,HOUGANG AVE 10,Improved,1992,5 ROOM,13 TO 15
HOUGANG,238,HOUGANG AVE 1,Model A-Maisonette,1984,5 ROOM,10 TO 12
HOUGANG,578,HOUGANG AVE 4,Maisonette,1997,EXECUTIVE,04 TO 06
HOUGANG,961,HOUGANG AVE 9,Apartment,1999,EXECUTIVE,01 TO 03
HOUGANG,615,HOUGANG AVE 8,Apartment,1986,EXECUTIVE,04 TO 06
HOUGANG,357,HOUGANG AVE 7,Maisonette,1985,EXECUTIVE,04 TO 06
HOUGANG,712,HOUGANG AVE 2,Maisonette,1986,EXECUTIVE,10 TO 12
HOUGANG,558,HOUGANG ST 51,Maisonette,1992,EXECUTIVE,04 TO 06
HOUGANG,407,HOUGANG AVE 10,Maisonette,1986,EXECUTIVE,10 TO 12
JURONG EAST,23,TEBAN GDNS RD,Model A,2013,2 ROOM,22 TO 24
JURONG EAST,210,JURONG EAST ST 21,New Generation,1983,3 ROOM,07 TO 09
JURONG EAST,412,PANDAN GDNS,Improved,1979,3 ROOM,07 TO 09
JURONG EAST,261,JURONG EAST ST 24,New Generation,1983,3 ROOM,10 TO 12
JURONG EAST,237,JURONG EAST ST 21,New Generation,1982,3 ROOM,01 TO 03
JURONG EAST,250,JURONG EAST ST 24,New Generation,1986,3 ROOM,07 TO 09
JURONG EAST,330,JURONG EAST AVE 1,Model A,1983,3 ROOM,13 TO 15
JURONG EAST,304,JURONG EAST ST 32,New Generation,1983,3 ROOM,10 TO 12
JURONG EAST,206,JURONG EAST ST 21,New Generation,1982,3 ROOM,04 TO 06
JURONG EAST,330,JURONG EAST AVE 1,Model A,1983,3 ROOM,04 TO 06
JURONG EAST,301,JURONG EAST ST 32,New Generation,1983,3 ROOM,10 TO 12
JURONG EAST,233,JURONG EAST ST 21,New Generation,1982,3 ROOM,04 TO 06
JURONG EAST,301,JURONG EAST ST 32,New Generation,1983,3 ROOM,01 TO 03
JURONG EAST,341,JURONG EAST AVE 1,Model A,1983,3 ROOM,13 TO 15
JURONG EAST,210,JURONG EAST ST 21,New Generation,1983,3 ROOM,10 TO 12
JURONG EAST,23,TEBAN GDNS RD,Model A,2013,4 ROOM,07 TO 09
JURONG EAST,64,TEBAN GDNS RD,Model A,2003,4 ROOM,13 TO 15
JURONG EAST,113,JURONG EAST ST 13,New Generation,1981,4 ROOM,07 TO 09
JURONG EAST,217,JURONG EAST ST 21,New Generation,1985,4 ROOM,07 TO 09
JURONG EAST,317,JURONG EAST ST 31,Model A,1984,4 ROOM,04 TO 06
JURONG EAST,320,JURONG EAST ST 31,Model A,1984,4 ROOM,13 TO 15
JURONG EAST,20,TEBAN GDNS RD,Model A,2013,4 ROOM,04 TO 06
JURONG EAST,267,TOH GUAN RD,Model A,1998,4 ROOM,16 TO 18
JURONG EAST,281,TOH GUAN RD,Model A,1998,4 ROOM,10 TO 12
JURONG EAST,404,PANDAN GDNS,Standard,1979,5 ROOM,07 TO 09
JURONG EAST,322,JURONG EAST ST 31,Improved,1985,5 ROOM,01 TO 03
JURONG EAST,239,JURONG EAST ST 21,Improved,1982,5 ROOM,01 TO 03
JURONG EAST,116,JURONG EAST ST 13,Improved,1981,5 ROOM,01 TO 03
JURONG EAST,246,JURONG EAST ST 24,Improved,1983,5 ROOM,10 TO 12
JURONG EAST,277,TOH GUAN RD,Improved,1998,5 ROOM,10 TO 12
JURONG EAST,288D,JURONG EAST ST 21,Improved,2000,5 ROOM,10 TO 12
JURONG EAST,103,JURONG EAST ST 13,Improved,1982,5 ROOM,22 TO 24
JURONG EAST,333,JURONG EAST AVE 1,Maisonette,1984,EXECUTIVE,01 TO 03
JURONG EAST,285A,TOH GUAN RD,Apartment,1998,EXECUTIVE,19 TO 21
JURONG WEST,187,BOON LAY AVE,Improved,1978,3 ROOM,04 TO 06
JURONG WEST,208,BOON LAY PL,Improved,1976,3 ROOM,19 TO 21
JURONG WEST,119,HO CHING RD,Improved,1972,3 ROOM,10 TO 12
JURONG WEST,187,BOON LAY AVE,Improved,1978,3 ROOM,16 TO 18
JURONG WEST,187,BOON LAY AVE,Improved,1978,3 ROOM,13 TO 15
JURONG WEST,111,HO CHING RD,Improved,1970,3 ROOM,07 TO 09
JURONG WEST,528,JURONG WEST ST 52,New Generation,1983,3 ROOM,07 TO 09
JURONG WEST,534,JURONG WEST ST 52,New Generation,1982,3 ROOM,13 TO 15
JURONG WEST,535,JURONG WEST ST 52,New Generation,1983,3 ROOM,07 TO 09
JURONG WEST,520,JURONG WEST ST 52,Model A,1984,3 ROOM,07 TO 09
JURONG WEST,520,JURONG WEST ST 52,Model A,1984,3 ROOM,10 TO 12
JURONG WEST,908,JURONG WEST ST 91,Model A,1989,4 ROOM,04 TO 06
JURONG WEST,922,JURONG WEST ST 92,Model A,1988,4 ROOM,01 TO 03
JURONG WEST,717,JURONG WEST ST 71,Model A,1991,4 ROOM,07 TO 09
JURONG WEST,729,JURONG WEST AVE 5,Model A,1989,4 ROOM,10 TO 12
JURONG WEST,820,JURONG WEST ST 81,Model A,1993,4 ROOM,01 TO 03
JURONG WEST,813,JURONG WEST ST 81,Model A,1990,4 ROOM,07 TO 09
JURONG WEST,976,JURONG WEST ST 93,Model A,1989,4 ROOM,04 TO 06
JURONG WEST,718,JURONG WEST ST 71,Model A,1991,4 ROOM,10 TO 12
JURONG WEST,554,JURONG WEST ST 42,Model A,1984,4 ROOM,07 TO 09
JURONG WEST,851,JURONG WEST ST 81,Model A,1996,4 ROOM,10 TO 12
JURONG WEST,739,JURONG WEST ST 73,Model A,1995,4 ROOM,07 TO 09
JURONG WEST,545,JURONG WEST ST 42,Model A,1985,4 ROOM,01 TO 03
JURONG WEST,424,JURONG WEST AVE 1,Model A,1984,4 ROOM,01 TO 03
JURONG WEST,979,JURONG WEST ST 93,Model A,1989,4 ROOM,04 TO 06
JURONG WEST,425,JURONG WEST AVE 1,Model A,1984,4 ROOM,07 TO 09
JURONG WEST,543,JURONG WEST ST 42,Model A,1984,4 ROOM,07 TO 09
JURONG WEST,722,JURONG WEST AVE 5,Model A,1990,4 ROOM,04 TO 06
JURONG WEST,272C,JURONG WEST ST 24,Premium Apartment,2003,4 ROOM,13 TO 15
JURONG WEST,449,JURONG WEST ST 42,Model A,1985,4 ROOM,01 TO 03
JURONG WEST,903,JURONG WEST ST 91,Model A,1988,4 ROOM,10 TO 12
JURONG WEST,940,JURONG WEST ST 91,Model A,1989,4 ROOM,10 TO 12
JURONG WEST,716,JURONG WEST ST 71,Model A,1991,4 ROOM,10 TO 12
JURONG WEST,537,JURONG WEST AVE 1,Model A,1984,4 ROOM,04 TO 06
JURONG WEST,673C,JURONG WEST ST 65,Model A,2002,4 ROOM,04 TO 06
JURONG WEST,624,JURONG WEST ST 61,Model A,2001,4 ROOM,07 TO 09
JURONG WEST,460,JURONG WEST ST 41,New Generation,1985,4 ROOM,04 TO 06
JURONG WEST,430,JURONG WEST AVE 1,Model A,1985,4 ROOM,04 TO 06
JURONG WEST,705,JURONG WEST ST 71,Model A,1995,4 ROOM,07 TO 09
JURONG WEST,462,JURONG WEST ST 41,Model A,1984,4 ROOM,04 TO 06
JURONG WEST,672A,JURONG WEST ST 65,Model A,2002,4 ROOM,01 TO 03
JURONG WEST,623,JURONG WEST ST 61,Model A,2001,4 ROOM,13 TO 15
JURONG WEST,661A,JURONG WEST ST 64,Model A,2001,4 ROOM,04 TO 06
JURONG WEST,672A,JURONG WEST ST 65,Model A,2002,4 ROOM,07 TO 09
JURONG WEST,639,JURONG WEST ST 61,Model A,1998,4 ROOM,13 TO 15
JURONG WEST,641,JURONG WEST ST 61,Model A,1998,4 ROOM,13 TO 15
JURONG WEST,651B,JURONG WEST ST 61,Model A,2002,4 ROOM,07 TO 09
JURONG WEST,667A,JURONG WEST ST 65,Model A,2000,4 ROOM,10 TO 12
JURONG WEST,663D,JURONG WEST ST 65,Model A,2000,4 ROOM,10 TO 12
JURONG WEST,661B,JURONG WEST ST 64,Model A,2001,4 ROOM,10 TO 12
JURONG WEST,181A,BOON LAY DR,Model A,2014,4 ROOM,10 TO 12
JURONG WEST,338A,TAH CHING RD,Model A,2010,4 ROOM,07 TO 09
JURONG WEST,660C,JURONG WEST ST 64,Model A,2001,4 ROOM,16 TO 18
JURONG WEST,988C,JURONG WEST ST 93,Premium Apartment,2008,4 ROOM,13 TO 15
JURONG WEST,337A,TAH CHING RD,Model A,2010,4 ROOM,10 TO 12
JURONG WEST,686C,JURONG WEST CTRL 1,Premium Apartment,2000,4 ROOM,10 TO 12
JURONG WEST,517D,JURONG WEST ST 52,Model A,2000,4 ROOM,10 TO 12
JURONG WEST,824,JURONG WEST ST 81,Improved,1990,5 ROOM,04 TO 06
JURONG WEST,923,JURONG WEST ST 92,Improved,1989,5 ROOM,01 TO 03
JURONG WEST,274D,JURONG WEST AVE 3,Improved,2001,5 ROOM,01 TO 03
JURONG WEST,273B,JURONG WEST AVE 3,Improved,2001,5 ROOM,07 TO 09
JURONG WEST,467,JURONG WEST ST 41,Improved,1985,5 ROOM,04 TO 06
JURONG WEST,678D,JURONG WEST ST 64,Premium Apartment,2008,5 ROOM,01 TO 03
JURONG WEST,816,JURONG WEST ST 81,Improved,1993,5 ROOM,04 TO 06
JURONG WEST,276C,JURONG WEST ST 25,Improved,2002,5 ROOM,13 TO 15
JURONG WEST,815,JURONG WEST ST 81,Improved,1990,5 ROOM,01 TO 03
JURONG WEST,755,JURONG WEST ST 74,Improved,1996,5 ROOM,04 TO 06
JURONG WEST,551,JURONG WEST ST 42,Model A,1985,5 ROOM,04 TO 06
JURONG WEST,825,JURONG WEST ST 81,Improved,1993,5 ROOM,04 TO 06
JURONG WEST,989D,JURONG WEST ST 93,Premium Apartment,2008,5 ROOM,01 TO 03
JURONG WEST,977,JURONG WEST ST 93,Improved,1989,5 ROOM,10 TO 12
JURONG WEST,662B,JURONG WEST ST 64,Improved,2001,5 ROOM,01 TO 03
JURONG WEST,677A,JURONG WEST ST 64,Premium Apartment,2008,5 ROOM,01 TO 03
JURONG WEST,653B,JURONG WEST ST 61,Improved,2002,5 ROOM,04 TO 06
JURONG WEST,986A,JURONG WEST ST 93,Premium Apartment,2008,5 ROOM,01 TO 03
JURONG WEST,678D,JURONG WEST ST 64,Premium Apartment,2008,5 ROOM,16 TO 18
JURONG WEST,351,CORPORATION DR,Improved,1997,5 ROOM,04 TO 06
JURONG WEST,675A,JURONG WEST ST 64,Premium Apartment,2008,5 ROOM,16 TO 18
JURONG WEST,633,JURONG WEST ST 65,Improved,2001,5 ROOM,04 TO 06
JURONG WEST,662D,JURONG WEST ST 64,Improved,2001,5 ROOM,01 TO 03
JURONG WEST,677B,JURONG WEST ST 64,Premium Apartment,2008,5 ROOM,04 TO 06
JURONG WEST,637,JURONG WEST ST 61,Improved,2004,5 ROOM,10 TO 12
JURONG WEST,636,JURONG WEST ST 65,Improved,2001,5 ROOM,13 TO 15
